label,qname,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
0,cobblestone.agilecrm.com.,1,0,1,0,25,3.643074189428569,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.urbandaleschools.com.,1,0,1,0,26,3.7381493331928666,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mecatronicaycontrol.googlepages.com.,1,0,1,0,36,3.710777084415066,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.northwoodsmodelrrclub.org.,1,0,1,0,30,3.694739663055176,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,cdn.magicmum.com.,1,0,1,0,17,3.057476076289932,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.kawoom.com.,1,0,1,0,15,2.6062389286533896,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.anetfilms.com.,1,0,1,0,18,3.5304930567574826,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.hxcsohio.org.,1,0,1,0,17,3.1307179879273748,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.crhasrl.com.,1,0,1,0,16,3.1556390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,www.veckon.com.,1,0,1,0,15,3.0062389286533886,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,www.onlinebizblog.com.ghs.googlehosted.com.,1,0,1,0,43,3.7651968020225497,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.naturalstructure.com.,1,0,1,0,25,3.532878689342032,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.hoonresponsibly.com.,1,0,1,0,24,3.688721875540868,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.woodworkgroup.co.th.,1,0,1,0,25,3.699470570797252,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.techton.com.au.,1,0,1,0,20,3.4219280948873623,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.diginesis.com.,1,0,1,0,19,3.3660913291191936,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,spotxchange.com.,1,0,1,0,16,3.625,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.scavaco.com.,1,0,1,0,16,2.8584585933443494,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
